"event_id", "prog_id", "layer_id", "output_id", "sidx", "loss"
42, 1, 1, 1, 23, 12562.730469
42, 1, 1, 1, 24, 17679.791016
42, 1, 1, 1, 25, 12293.439453
42, 1, 1, 1, 26, 10396.248047
42, 1, 1, 1, 27, 4164.879883
42, 1, 1, 1, 28, 11284.674805
42, 1, 1, 1, 29, 5394.597656
42, 1, 1, 1, 30, 0.000000
42, 1, 1, 1, 31, 2546.208496
42, 1, 1, 1, 32, 8429.659180
42, 1, 1, 1, 33, 8687.489258
42, 1, 1, 1, 34, 3862.589111
42, 1, 1, 1, 35, 10650.400391
42, 1, 1, 1, 36, 5452.412109
42, 1, 1, 1, 37, 10925.036133
42, 1, 1, 1, 38, 6362.914062
42, 1, 1, 1, 39, 0.000000
42, 1, 1, 1, 40, 4199.293457
42, 1, 1, 1, 41, 2498.447510
42, 1, 1, 1, 42, 12809.365234
42, 1, 1, 1, 43, 2754.094971
42, 1, 1, 1, 44, 7091.839355
42, 1, 1, 1, 45, 11877.632812
42, 1, 1, 1, 46, 9466.359375
42, 1, 1, 1, 47, 4961.693359
42, 1, 1, 1, 48, 0.000000
42, 1, 1, 1, 49, 2922.885986
42, 1, 1, 1, 50, 7113.392090
42, 1, 1, 1, 51, 3604.811279
42, 1, 1, 1, 52, 64735.468750
42, 1, 1, 1, 53, 1904.793823
42, 1, 1, 1, 54, 0.000000
42, 1, 1, 1, 55, 10434.214844
42, 1, 1, 1, 56, 3677.243164
42, 1, 1, 1, 57, 2397.829102
42, 1, 1, 1, 58, 9802.985352
42, 1, 1, 1, 59, 5235.205078
42, 1, 1, 1, 60, 15091.449219
42, 1, 1, 1, 61, 4230.379883
42, 1, 1, 1, 62, 4240.921875
42, 1, 1, 1, 63, 4040.501465
42, 1, 1, 1, 64, 5988.228516
42, 1, 1, 1, 65, 2453.428467
42, 1, 1, 1, 66, 5519.031738
42, 1, 1, 1, 67, 4473.975098
42, 1, 1, 1, 68, 22177.820312
42, 1, 1, 1, 69, 6892.703125
42, 1, 1, 1, 70, 7322.591797
42, 1, 1, 1, 71, 7140.955566
42, 1, 1, 1, 72, 789.195618
42, 1, 1, 1, 73, 0.000000
42, 1, 1, 1, 74, 6361.687012
42, 1, 1, 1, 75, 16191.258789
42, 1, 1, 1, 76, 0.000000
42, 1, 1, 1, 77, 15825.944336
42, 1, 1, 1, 78, 16233.165039
42, 1, 1, 1, 79, 4313.208984
42, 1, 1, 1, 80, 10689.111328
42, 1, 1, 1, 81, 0.000000
42, 1, 1, 1, 82, 12198.350586
42, 1, 1, 1, 83, 2057.365723
42, 1, 1, 1, 84, 13285.493164
42, 1, 1, 1, 85, 10696.968750
42, 1, 1, 1, 86, 25588.484375
42, 1, 1, 1, 87, 4602.115234
42, 1, 1, 1, 88, 1224.739746
42, 1, 1, 1, 89, 0.000000
42, 1, 1, 1, 90, 40634.308594
42, 1, 1, 1, 91, 0.000000
42, 1, 1, 1, 92, 16987.166016
42, 1, 1, 1, 93, 16438.125000
42, 1, 1, 1, 94, 2340.586914
42, 1, 1, 1, 95, 12844.106445
42, 1, 1, 1, 96, 20567.224609
42, 1, 1, 1, 97, 3598.797852
42, 1, 1, 1, 98, 25008.710938
42, 1, 1, 1, 99, 41935.703125
42, 1, 1, 1, 100, 22354.902344
42, 1, 2, 1, 0, 6041.072266
42, 1, 2, 1, 1, 12677.436523
42, 1, 2, 1, 2, 29723.281250
42, 1, 2, 1, 3, 9734.793945
42, 1, 2, 1, 4, 21710.556641
42, 1, 2, 1, 5, 62193.976562
42, 1, 2, 1, 6, 13744.620117
42, 1, 2, 1, 7, 14546.341797
42, 1, 2, 1, 8, 2121.011719
42, 1, 2, 1, 9, 7077.623047
42, 1, 2, 1, 10, 9057.901367
42, 1, 2, 1, 11, 4515.665039
42, 1, 2, 1, 12, 1091.116211
42, 1, 2, 1, 13, 5564.333984
42, 1, 2, 1, 14, 321.077637
42, 1, 2, 1, 15, 20952.234375
42, 1, 2, 1, 16, 12946.208984
42, 1, 2, 1, 17, 4788.838379
42, 1, 2, 1, 18, 38006.003906
42, 1, 2, 1, 19, 29527.062500
42, 1, 2, 1, 20, 6788.380859
42, 1, 2, 1, 21, 8187.661133
42, 1, 2, 1, 22, 13415.759766
42, 1, 2, 1, 23, 22687.882812
42, 1, 2, 1, 24, 31216.316406
42, 1, 2, 1, 25, 22239.064453
42, 1, 2, 1, 26, 19077.080078
42, 1, 2, 1, 27, 8691.465820
42, 1, 2, 1, 28, 20557.791016
42, 1, 2, 1, 29, 10740.996094
42, 1, 2, 1, 30, 0.000000
42, 1, 2, 1, 31, 5993.680664
42, 1, 2, 1, 32, 15799.431641
42, 1, 2, 1, 33, 16229.148438
42, 1, 2, 1, 34, 8187.648438
42, 1, 2, 1, 35, 19500.666016
42, 1, 2, 1, 36, 10837.353516
42, 1, 2, 1, 37, 19958.392578
42, 1, 2, 1, 38, 12354.856445
42, 1, 2, 1, 39, 1121.484253
42, 1, 2, 1, 40, 8748.822266
42, 1, 2, 1, 41, 5914.079102
42, 1, 2, 1, 42, 23098.941406
42, 1, 2, 1, 43, 6340.158203
42, 1, 2, 1, 44, 13569.731445
42, 1, 2, 1, 45, 21546.054688
42, 1, 2, 1, 46, 17527.265625
42, 1, 2, 1, 47, 10019.488281
42, 1, 2, 1, 48, 1571.140625
42, 1, 2, 1, 49, 6621.476562
42, 1, 2, 1, 50, 13605.653320
42, 1, 2, 1, 51, 7758.018555
42, 1, 2, 1, 52, 109642.445312
42, 1, 2, 1, 53, 4924.656250
42, 1, 2, 1, 54, 0.000000
42, 1, 2, 1, 55, 19140.357422
42, 1, 2, 1, 56, 7878.738281
42, 1, 2, 1, 57, 5746.381836
42, 1, 2, 1, 58, 18088.308594
42, 1, 2, 1, 59, 10475.341797
42, 1, 2, 1, 60, 26902.414062
42, 1, 2, 1, 61, 8800.632812
42, 1, 2, 1, 62, 8818.203125
42, 1, 2, 1, 63, 8484.168945
42, 1, 2, 1, 64, 11730.380859
42, 1, 2, 1, 65, 5839.047363
42, 1, 2, 1, 66, 10948.385742
42, 1, 2, 1, 67, 9206.625000
42, 1, 2, 1, 68, 38713.031250
42, 1, 2, 1, 69, 13237.837891
42, 1, 2, 1, 70, 13954.319336
42, 1, 2, 1, 71, 13651.591797
42, 1, 2, 1, 72, 3065.325928
42, 1, 2, 1, 73, 919.112793
42, 1, 2, 1, 74, 12352.811523
42, 1, 2, 1, 75, 28735.429688
42, 1, 2, 1, 76, 907.599487
42, 1, 2, 1, 77, 28126.572266
42, 1, 2, 1, 78, 28805.273438
42, 1, 2, 1, 79, 8938.681641
42, 1, 2, 1, 80, 19565.185547
42, 1, 2, 1, 81, 0.000000
42, 1, 2, 1, 82, 22080.583984
42, 1, 2, 1, 83, 5178.942871
42, 1, 2, 1, 84, 23892.488281
42, 1, 2, 1, 85, 19578.281250
42, 1, 2, 1, 86, 44397.472656
42, 1, 2, 1, 87, 9420.191406
42, 1, 2, 1, 88, 3791.232910
42, 1, 2, 1, 89, 0.000000
42, 1, 2, 1, 90, 69473.843750
42, 1, 2, 1, 91, 217.438721
42, 1, 2, 1, 92, 30061.941406
42, 1, 2, 1, 93, 29146.875000
42, 1, 2, 1, 94, 5650.978027
42, 1, 2, 1, 95, 23156.843750
42, 1, 2, 1, 96, 36028.707031
42, 1, 2, 1, 97, 7747.996094
42, 1, 2, 1, 98, 43431.183594
42, 1, 2, 1, 99, 71642.835938
42, 1, 2, 1, 100, 39008.167969
56, 1, 1, 1, 0, 444.908966
56, 1, 1, 1, 1, 1687.256958
56, 1, 1, 1, 2, 4353.376953
56, 1, 1, 1, 3, 533.711426
56, 1, 1, 1, 4, 5894.505859
56, 1, 1, 1, 5, 0.000000
56, 1, 1, 1, 6, 4259.263672
56, 1, 1, 1, 7, 0.000000
56, 1, 1, 1, 8, 5734.461914
56, 1, 1, 1, 9, 0.000000
56, 1, 1, 1, 10, 1745.123535
56, 1, 1, 1, 11, 3214.128418
56, 1, 1, 1, 12, 0.000000
56, 1, 1, 1, 13, 3201.067627
56, 1, 1, 1, 14, 0.000000
56, 1, 1, 1, 15, 5479.401367
56, 1, 1, 1, 16, 3469.792480
56, 1, 1, 1, 17, 1944.774658
56, 1, 1, 1, 18, 540.232056
56, 1, 1, 1, 19, 6319.107910
56, 1, 1, 1, 20, 2316.915283
56, 1, 1, 1, 21, 0.000000
56, 1, 1, 1, 22, 1526.533325
56, 1, 1, 1, 23, 141.396973
56, 1, 1, 1, 24, 7815.718262
56, 1, 1, 1, 25, 1526.368164
56, 1, 1, 1, 26, 4106.567383
56, 1, 1, 1, 27, 97.915436
56, 1, 1, 1, 28, 7982.454590
56, 1, 1, 1, 29, 0.000000
56, 1, 1, 1, 30, 0.000000
56, 1, 1, 1, 31, 0.000000
56, 1, 1, 1, 32, 1758.387939
56, 1, 1, 1, 33, 0.000000
56, 1, 1, 1, 34, 0.000000
56, 1, 1, 1, 35, 3962.962158
56, 1, 1, 1, 36, 1805.750732
56, 1, 1, 1, 37, 9172.267578
56, 1, 1, 1, 38, 195.896637
56, 1, 1, 1, 39, 0.000000
56, 1, 1, 1, 40, 0.000000
56, 1, 1, 1, 41, 1222.883789
56, 1, 1, 1, 42, 2362.833252
56, 1, 1, 1, 43, 2194.457031
56, 1, 1, 1, 44, 3192.206299
56, 1, 1, 1, 45, 7960.755859
56, 1, 1, 1, 46, 3775.880371
56, 1, 1, 1, 47, 0.000000
56, 1, 1, 1, 48, 0.000000
56, 1, 1, 1, 49, 0.000000
56, 1, 1, 1, 50, 0.000000
56, 1, 1, 1, 51, 0.000000
56, 1, 1, 1, 52, 1788.290161
56, 1, 1, 1, 53, 2192.900146
56, 1, 1, 1, 54, 0.000000
56, 1, 1, 1, 55, 0.000000
56, 1, 1, 1, 56, 0.000000
56, 1, 1, 1, 57, 14303.741211
56, 1, 1, 1, 58, 571.496216
56, 1, 1, 1, 59, 2147.197998
56, 1, 1, 1, 60, 0.000000
56, 1, 1, 1, 61, 0.000000
56, 1, 1, 1, 62, 0.000000
56, 1, 1, 1, 63, 0.000000
56, 1, 1, 1, 64, 1793.939087
56, 1, 1, 1, 65, 2255.152588
56, 1, 1, 1, 66, 0.000000
56, 1, 1, 1, 67, 1308.207520
56, 1, 1, 1, 68, 0.000000
56, 1, 1, 1, 69, 4304.840332
56, 1, 1, 1, 70, 4349.652832
56, 1, 1, 1, 71, 920.427124
56, 1, 1, 1, 72, 1562.214966
56, 1, 1, 1, 73, 3234.661621
56, 1, 1, 1, 74, 186.397278
56, 1, 1, 1, 75, 6562.597656
56, 1, 1, 1, 76, 1472.281372
56, 1, 1, 1, 77, 3151.529053
56, 1, 1, 1, 78, 33423.726562
56, 1, 1, 1, 79, 3240.858887
56, 1, 1, 1, 80, 2240.244873
56, 1, 1, 1, 81, 0.000000
56, 1, 1, 1, 82, 5792.161133
56, 1, 1, 1, 83, 0.000000
56, 1, 1, 1, 84, 0.000000
56, 1, 1, 1, 85, 42982.171875
56, 1, 1, 1, 86, 452.812653
56, 1, 1, 1, 87, 0.000000
56, 1, 1, 1, 88, 2160.895752
56, 1, 1, 1, 89, 0.000000
56, 1, 1, 1, 90, 4788.535156
56, 1, 1, 1, 91, 0.000000
56, 1, 1, 1, 92, 5219.094238
56, 1, 1, 1, 93, 6176.866699
56, 1, 1, 1, 94, 2112.924805
56, 1, 1, 1, 95, 6380.184570
56, 1, 1, 1, 96, 2561.436523
56, 1, 1, 1, 97, 0.000000
56, 1, 1, 1, 98, 2409.033691
56, 1, 1, 1, 99, 1055.838867
56, 1, 1, 1, 100, 1069.695190
56, 1, 2, 1, 0, 2491.514893
56, 1, 2, 1, 1, 4562.094727
56, 1, 2, 1, 2, 9005.627930
56, 1, 2, 1, 3, 2639.519043
56, 1, 2, 1, 4, 11574.175781
56, 1, 2, 1, 5, 0.000000
56, 1, 2, 1, 6, 8848.772461
56, 1, 2, 1, 7, 0.000000
56, 1, 2, 1, 8, 11307.436523
56, 1, 2, 1, 9, 935.831055
56, 1, 2, 1, 10, 4658.539062
56, 1, 2, 1, 11, 7106.880371
56, 1, 2, 1, 12, 0.000000
56, 1, 2, 1, 13, 7085.112305
56, 1, 2, 1, 14, 0.000000
56, 1, 2, 1, 15, 10882.334961
56, 1, 2, 1, 16, 7532.987305
56, 1, 2, 1, 17, 4991.291016
56, 1, 2, 1, 18, 2650.386719
56, 1, 2, 1, 19, 12281.845703
56, 1, 2, 1, 20, 5611.525391
56, 1, 2, 1, 21, 0.000000
56, 1, 2, 1, 22, 4294.222168
56, 1, 2, 1, 23, 1985.661621
56, 1, 2, 1, 24, 14776.196289
56, 1, 2, 1, 25, 4293.946777
56, 1, 2, 1, 26, 8594.278320
56, 1, 2, 1, 27, 1913.192383
56, 1, 2, 1, 28, 15054.090820
56, 1, 2, 1, 29, 0.000000
56, 1, 2, 1, 30, 0.000000
56, 1, 2, 1, 31, 0.000000
56, 1, 2, 1, 32, 4680.646484
56, 1, 2, 1, 33, 0.000000
56, 1, 2, 1, 34, 0.000000
56, 1, 2, 1, 35, 8354.936523
56, 1, 2, 1, 36, 4759.584473
56, 1, 2, 1, 37, 17037.111328
56, 1, 2, 1, 38, 2076.494385
56, 1, 2, 1, 39, 0.000000
56, 1, 2, 1, 40, 815.388428
56, 1, 2, 1, 41, 3788.139648
56, 1, 2, 1, 42, 5688.055176
56, 1, 2, 1, 43, 5407.428223
56, 1, 2, 1, 44, 7070.343750
56, 1, 2, 1, 45, 15017.925781
56, 1, 2, 1, 46, 8043.133789
56, 1, 2, 1, 47, 4.970215
56, 1, 2, 1, 48, 839.103638
56, 1, 2, 1, 49, 0.000000
56, 1, 2, 1, 50, 0.000000
56, 1, 2, 1, 51, 0.000000
56, 1, 2, 1, 52, 4730.483398
56, 1, 2, 1, 53, 5404.833496
56, 1, 2, 1, 54, 0.000000
56, 1, 2, 1, 55, 0.000000
56, 1, 2, 1, 56, 0.000000
56, 1, 2, 1, 57, 25589.568359
56, 1, 2, 1, 58, 2702.493652
56, 1, 2, 1, 59, 5328.663086
56, 1, 2, 1, 60, 0.000000
56, 1, 2, 1, 61, 1306.737305
56, 1, 2, 1, 62, 0.000000
56, 1, 2, 1, 63, 565.723145
56, 1, 2, 1, 64, 4739.898438
56, 1, 2, 1, 65, 5508.587402
56, 1, 2, 1, 66, 1680.191895
56, 1, 2, 1, 67, 3930.345703
56, 1, 2, 1, 68, 0.000000
56, 1, 2, 1, 69, 8924.733398
56, 1, 2, 1, 70, 8999.420898
56, 1, 2, 1, 71, 3284.045166
56, 1, 2, 1, 72, 4353.691406
56, 1, 2, 1, 73, 7141.102539
56, 1, 2, 1, 74, 2060.662109
56, 1, 2, 1, 75, 12687.662109
56, 1, 2, 1, 76, 4203.802246
56, 1, 2, 1, 77, 7002.548340
56, 1, 2, 1, 78, 57456.210938
56, 1, 2, 1, 79, 7151.431152
56, 1, 2, 1, 80, 5483.741211
56, 1, 2, 1, 81, 1296.140137
56, 1, 2, 1, 82, 11403.601562
56, 1, 2, 1, 83, 0.000000
56, 1, 2, 1, 84, 0.000000
56, 1, 2, 1, 85, 73386.953125
56, 1, 2, 1, 86, 2504.687744
56, 1, 2, 1, 87, 1669.651367
56, 1, 2, 1, 88, 5351.492676
56, 1, 2, 1, 89, 1684.237061
56, 1, 2, 1, 90, 9730.891602
56, 1, 2, 1, 91, 0.000000
56, 1, 2, 1, 92, 10448.490234
56, 1, 2, 1, 93, 12044.777344
56, 1, 2, 1, 94, 5271.541016
56, 1, 2, 1, 95, 12383.640625
56, 1, 2, 1, 96, 6019.060547
56, 1, 2, 1, 97, 207.531250
56, 1, 2, 1, 98, 5765.056152
56, 1, 2, 1, 99, 3509.731445
56, 1, 2, 1, 100, 3532.825195
93, 1, 1, 1, 0, 1212.213379
93, 1, 1, 1, 1, 0.000000
93, 1, 1, 1, 2, 0.000000
93, 1, 1, 1, 3, 547.854675
93, 1, 1, 1, 4, 573.129395
93, 1, 1, 1, 5, 2550.205566
93, 1, 1, 1, 6, 1451.595215
93, 1, 1, 1, 7, 0.000000
93, 1, 1, 1, 8, 4819.723633
93, 1, 1, 1, 9, 884.770203
93, 1, 1, 1, 10, 0.000000
93, 1, 1, 1, 11, 0.000000
93, 1, 1, 1, 12, 3026.623291
93, 1, 1, 1, 13, 4981.844238
93, 1, 1, 1, 14, 0.000000
93, 1, 1, 1, 15, 5517.210938
93, 1, 1, 1, 16, 4549.036133
93, 1, 1, 1, 17, 3118.747314
93, 1, 1, 1, 18, 7497.244141
93, 1, 1, 1, 19, 6120.556641
93, 1, 1, 1, 20, 1831.684326
93, 1, 1, 1, 21, 3501.194580
93, 1, 1, 1, 22, 0.000000
93, 1, 1, 1, 23, 218.137222
93, 1, 1, 1, 24, 0.000000
93, 1, 1, 1, 25, 285.525879
93, 1, 1, 1, 26, 0.000000
93, 1, 1, 1, 27, 1229.585205
93, 1, 1, 1, 28, 1432.990479
93, 1, 1, 1, 29, 5191.886719
93, 1, 1, 1, 30, 1596.124268
93, 1, 1, 1, 31, 381.663300
93, 1, 1, 1, 32, 0.000000
93, 1, 1, 1, 33, 6878.303223
93, 1, 1, 1, 34, 962.233643
93, 1, 1, 1, 35, 9815.436523
93, 1, 1, 1, 36, 6750.968262
93, 1, 1, 1, 37, 427.763245
93, 1, 1, 1, 38, 5364.777344
93, 1, 1, 1, 39, 3373.247803
93, 1, 1, 1, 40, 10714.023438
93, 1, 1, 1, 41, 0.000000
93, 1, 1, 1, 42, 2560.213623
93, 1, 1, 1, 43, 0.000000
93, 1, 1, 1, 44, 1383.515991
93, 1, 1, 1, 45, 2328.871094
93, 1, 1, 1, 46, 247.264175
93, 1, 1, 1, 47, 6844.519531
93, 1, 1, 1, 48, 2037.082397
93, 1, 1, 1, 49, 662.647156
93, 1, 1, 1, 50, 3837.226807
93, 1, 1, 1, 51, 533.280334
93, 1, 1, 1, 52, 7325.987305
93, 1, 1, 1, 53, 3022.882080
93, 1, 1, 1, 54, 0.000000
93, 1, 1, 1, 55, 3926.165283
93, 1, 1, 1, 56, 1254.556396
93, 1, 1, 1, 57, 0.000000
93, 1, 1, 1, 58, 0.000000
93, 1, 1, 1, 59, 7222.854004
93, 1, 1, 1, 60, 1974.103149
93, 1, 1, 1, 61, 0.000000
93, 1, 1, 1, 62, 4634.835938
93, 1, 1, 1, 63, 0.000000
93, 1, 1, 1, 64, 4991.479492
