'1_1',26,1604.4,4101.95,4.8036e+006
'1_2',26,3625.65,7191.62,4.8036e+006
'1_1',42,9058.87,10017.6,4.8036e+006
'1_2',42,16717.1,16820.5,4.8036e+006
'1_1',56,2856.66,5738.23,4.8036e+006
'1_2',56,6026.16,9833.61,4.8036e+006
'1_1',93,2634.36,2604.98,4.8036e+006
'1_2',93,5813.81,4707.33,4.8036e+006
'1_1',119,5870.11,5575.03,4.8036e+006
'1_2',119,11387.3,9455.57,4.8036e+006
'1_1',125,67.8471,499.546,4.8036e+006
'1_2',125,265.447,1109.75,4.8036e+006
'1_1',138,1694.62,3339.05,4.8036e+006
'1_2',138,3614.4,6092.73,4.8036e+006
'1_1',139,4.33008,43.3008,4.8036e+006
'1_2',139,30.3512,252.953,4.8036e+006
'1_1',153,0.718318,7.18318,4.8036e+006
'1_2',153,24.7302,194.117,4.8036e+006
'1_1',163,0,0,4.8036e+006
'1_2',163,0,0,4.8036e+006
'1_1',165,732.805,2006.42,4.8036e+006
'1_2',165,1800.53,3828.19,4.8036e+006
'1_1',179,0,0,4.8036e+006
'1_2',179,0,0,4.8036e+006
'1_1',198,0,0,4.8036e+006
'1_2',198,0,0,4.8036e+006
'1_1',217,1373.11,2768.82,4.8036e+006
'1_2',217,3018.33,5166.04,4.8036e+006
'1_1',240,3568.82,4772.35,4.8036e+006
'1_2',240,7419.15,8183.54,4.8036e+006
'1_1',262,2192.74,3565.73,4.8036e+006
'1_2',262,4612.98,6470.94,4.8036e+006
'1_1',270,3.23201,32.3201,4.8036e+006
'1_2',270,36.9874,239.427,4.8036e+006
'1_1',283,745.804,1669.36,4.8036e+006
'1_2',283,2025.24,3297.09,4.8036e+006
'1_1',284,38.7891,247.235,4.8036e+006
'1_2',284,145.078,704.666,4.8036e+006
'1_1',316,9359.74,7884.63,4.8036e+006
'1_2',316,17301.6,13201,4.8036e+006
'1_1',328,283.486,960.756,4.8036e+006
'1_2',328,895.446,2079.61,4.8036e+006
'1_1',100027,0,0,4.8036e+006
'1_2',100027,0,0,4.8036e+006
'1_1',100050,633.238,1450.91,4.8036e+006
'1_2',100050,1667.69,2986.68,4.8036e+006
'1_1',100065,2544.89,3297.94,4.8036e+006
'1_2',100065,5464.55,5941.09,4.8036e+006
'1_1',100067,0,0,4.8036e+006
'1_2',100067,0,0,4.8036e+006
'1_1',100110,0,0,4.8036e+006
'1_2',100110,0,0,4.8036e+006
'1_1',100136,431.685,1120.83,4.8036e+006
'1_2',100136,1134.53,2440.22,4.8036e+006
'1_1',100175,0,0,4.8036e+006
'1_2',100175,0,0,4.8036e+006
'1_1',100211,14865.8,11313.7,4.8036e+006
'1_2',100211,26493.5,18901.1,4.8036e+006
'1_1',100221,1321.51,2577.53,4.8036e+006
'1_2',100221,3055.9,4813.46,4.8036e+006
'1_1',100228,87.823,594.929,4.8036e+006
'1_2',100228,217.384,1264.28,4.8036e+006
'1_1',100257,51.8534,181.936,4.8036e+006
'1_2',100257,408.049,857.048,4.8036e+006
'1_1',100260,0,0,4.8036e+006
'1_2',100260,1.17819,11.7819,4.8036e+006
'1_1',100292,0,0,4.8036e+006
'1_2',100292,0,0,4.8036e+006
'1_1',200033,0,0,4.8036e+006
'1_2',200033,0,0,4.8036e+006
'1_1',200041,947.723,1751.23,4.8036e+006
'1_2',200041,2462.05,3464.31,4.8036e+006
'1_1',200098,1192.2,2568.86,4.8036e+006
'1_2',200098,2538.47,4875.62,4.8036e+006
'1_1',200122,2556.61,3970.61,4.8036e+006
'1_2',200122,5248.17,7145.65,4.8036e+006
'1_1',200158,2671.75,4001.81,4.8036e+006
'1_2',200158,5656.88,7072.33,4.8036e+006
'1_1',200162,1167.59,3831.33,4.8036e+006
'1_2',200162,2615.06,6759.4,4.8036e+006
'1_1',200190,0,0,4.8036e+006
'1_2',200190,0,0,4.8036e+006
'1_1',200196,590.115,3585.02,4.8036e+006
'1_2',200196,1036.03,6258.1,4.8036e+006
'1_1',200306,450.923,1382.71,4.8036e+006
'1_2',200306,1178.83,2799.77,4.8036e+006
'1_1',200324,474.918,1234.11,4.8036e+006
'1_2',200324,1261.07,2612.56,4.8036e+006
'1_1',200334,0,0,4.8036e+006
'1_2',200334,0,0,4.8036e+006
'1_1',200341,0,0,4.8036e+006
'1_2',200341,0.0701367,0.701367,4.8036e+006
'1_1',300023,7437.29,6374.11,4.8036e+006
'1_2',300023,14008.3,10792.7,4.8036e+006
'1_1',300033,1312.55,2617.73,4.8036e+006
'1_2',300033,2953.91,4906.22,4.8036e+006
'1_1',300037,0,0,4.8036e+006
'1_2',300037,0,0,4.8036e+006
'1_1',300055,221.503,849.962,4.8036e+006
'1_2',300055,684.789,1859.06,4.8036e+006
'1_1',300062,921.321,2347.84,4.8036e+006
'1_2',300062,2448.28,4307.18,4.8036e+006
'1_1',300154,0,0,4.8036e+006
'1_2',300154,0,0,4.8036e+006
'1_1',300170,1488.95,2807.95,4.8036e+006
'1_2',300170,3336.81,5205.11,4.8036e+006
'1_1',300185,0.52265,5.2265,4.8036e+006
'1_2',300185,24.6039,189.233,4.8036e+006
'1_1',300187,0,0,4.8036e+006
'1_2',300187,0,0,4.8036e+006
'1_1',300222,2512.84,3751.74,4.8036e+006
'1_2',300222,5291.31,6724.51,4.8036e+006
'1_1',300229,917.966,1752.81,4.8036e+006
'1_2',300229,2282.27,3507.99,4.8036e+006
'1_1',300258,2290.05,3586.35,4.8036e+006
'1_2',300258,4877.88,6459.95,4.8036e+006
'1_1',300300,17.6216,124.448,4.8036e+006
'1_2',300300,93.8092,481.349,4.8036e+006
'1_1',300321,190.011,684.478,4.8036e+006
'1_2',300321,604.81,1619.91,4.8036e+006
'1_1',300329,3194.56,5780.67,4.8036e+006
'1_2',300329,6689.4,9871.33,4.8036e+006
'1_1',400017,3088.51,4122.67,4.8036e+006
'1_2',400017,6366.76,7303.12,4.8036e+006
'1_1',400021,12923.8,11225.2,4.8036e+006
'1_2',400021,23252.6,18753.4,4.8036e+006
'1_1',400070,2832.84,2809.81,4.8036e+006
'1_2',400070,6227.22,4958.4,4.8036e+006
'1_1',400080,1088.67,2023.73,4.8036e+006
'1_2',400080,2563.54,3967.11,4.8036e+006
'1_1',400222,833.156,1817.25,4.8036e+006
'1_2',400222,2211.87,3527.91,4.8036e+006
'1_1',400263,1689.34,3658.75,4.8036e+006
'1_2',400263,3915.86,6441.92,4.8036e+006
'1_1',500042,1482.41,2701.47,4.8036e+006
'1_2',500042,3427.31,4988.25,4.8036e+006
'1_1',500057,729.57,1674.16,4.8036e+006
'1_2',500057,1816.79,3355.18,4.8036e+006
'1_1',500097,2222.67,3065.22,4.8036e+006
'1_2',500097,4809.14,5620.72,4.8036e+006
'1_1',500121,9.48246,94.8246,4.8036e+006
'1_2',500121,55.6786,366.703,4.8036e+006
'1_1',500153,0,0,4.8036e+006
'1_2',500153,0,0,4.8036e+006
'1_1',500168,235.662,1661.71,4.8036e+006
'1_2',500168,427.769,3015.24,4.8036e+006
'1_1',500170,0,0,4.8036e+006
'1_2',500170,0,0,4.8036e+006
'1_1',500171,2481.37,3486.07,4.8036e+006
'1_2',500171,5194.88,6338.92,4.8036e+006
'1_1',500219,3320.46,4505.4,4.8036e+006
'1_2',500219,6685.84,7982.3,4.8036e+006
'1_1',500228,977.176,2088.96,4.8036e+006
'1_2',500228,2418.56,3997.41,4.8036e+006
'1_1',500232,2548.29,6712.74,4.8036e+006
'1_2',500232,5432,11427.8,4.8036e+006
'1_1',500291,2346.9,4057.98,4.8036e+006
'1_2',500291,4942.93,7217.22,4.8036e+006
'1_1',500295,0,0,4.8036e+006
'1_2',500295,9.70234,97.0234,4.8036e+006
'1_1',600024,1057.69,2805.54,4.8036e+006
'1_2',600024,2374.27,5154.94,4.8036e+006
'1_1',600044,0,0,4.8036e+006
'1_2',600044,1.3869,13.869,4.8036e+006
'1_1',600063,132.003,531.03,4.8036e+006
'1_2',600063,461.214,1336.49,4.8036e+006
'1_1',600119,122.81,512.889,4.8036e+006
'1_2',600119,393.729,1281.77,4.8036e+006
'1_1',600138,0,0,4.8036e+006
'1_2',600138,0,0,4.8036e+006
'1_1',600148,275.708,2757.08,4.8036e+006
'1_2',600148,477.013,4770.13,4.8036e+006
'1_1',600168,91.9287,334.701,4.8036e+006
'1_2',600168,425.843,1039.38,4.8036e+006
'1_1',600198,0,0,4.8036e+006
'1_2',600198,0,0,4.8036e+006
'1_1',600210,1665.06,4342.71,4.8036e+006
'1_2',600210,3801.76,7555.77,4.8036e+006
'1_1',600225,6039.36,6987.23,4.8036e+006
'1_2',600225,11608.5,11837.3,4.8036e+006
'1_1',600241,297.335,1202.99,4.8036e+006
'1_2',600241,658.192,2420.74,4.8036e+006
'1_1',600246,408.035,1245.5,4.8036e+006
'1_2',600246,1124.62,2577.26,4.8036e+006
'1_1',600279,3157.2,3606.39,4.8036e+006
'1_2',600279,6675.99,6337.09,4.8036e+006
'1_1',600299,0,0,4.8036e+006
'1_2',600299,0,0,4.8036e+006
'1_1',700055,0,0,4.8036e+006
'1_2',700055,0,0,4.8036e+006
'1_1',700158,2278.71,5747.36,4.8036e+006
'1_2',700158,4827.27,9897.09,4.8036e+006
'1_1',700163,698.491,1986.47,4.8036e+006
'1_2',700163,1819.8,3765.9,4.8036e+006
'1_1',700258,3530.13,5749.94,4.8036e+006
'1_2',700258,7268.14,9830.88,4.8036e+006
'1_1',700268,93.9375,397.886,4.8036e+006
'1_2',700268,400.618,1111.16,4.8036e+006
'1_1',700288,1429.13,3125.39,4.8036e+006
'1_2',700288,3097.74,5726.6,4.8036e+006
'1_1',700301,4071.72,4768.44,4.8036e+006
'1_2',700301,8258.92,8206.14,4.8036e+006
'1_1',700303,0,0,4.8036e+006
'1_2',700303,0,0,4.8036e+006
'1_1',800012,0,0,4.8036e+006
'1_2',800012,0,0,4.8036e+006
'1_1',800019,0,0,4.8036e+006
'1_2',800019,0,0,4.8036e+006
'1_1',800028,0,0,4.8036e+006
'1_2',800028,0,0,4.8036e+006
'1_1',800069,0,0,4.8036e+006
'1_2',800069,0,0,4.8036e+006
'1_1',800140,1600.18,2529.16,4.8036e+006
'1_2',800140,3534.09,4819.54,4.8036e+006
'1_1',800167,1132.63,1701.68,4.8036e+006
'1_2',800167,2783.26,3468.95,4.8036e+006
'1_1',800210,885.925,2072.85,4.8036e+006
'1_2',800210,2031.99,4014.72,4.8036e+006
'1_1',800258,759.707,1606.9,4.8036e+006
'1_2',800258,1975.92,3241.37,4.8036e+006
'1_1',800270,2279.22,4039.59,4.8036e+006
'1_2',800270,5036.68,7060.09,4.8036e+006
'1_1',800276,2767.9,4255.59,4.8036e+006
'1_2',800276,5998.05,7359.98,4.8036e+006
'1_1',900022,1392.97,2755.55,4.8036e+006
'1_2',900022,3139.07,5118.38,4.8036e+006
'1_1',900082,16.6884,166.884,4.8036e+006
'1_2',900082,45.3141,453.141,4.8036e+006
'1_1',900124,0,0,4.8036e+006
'1_2',900124,0,0,4.8036e+006
'1_1',900171,0,0,4.8036e+006
'1_2',900171,0,0,4.8036e+006
'1_1',900203,5262.12,6118.92,4.8036e+006
'1_2',900203,10334.6,10370.8,4.8036e+006
'1_1',900233,13219.2,9975.3,4.8036e+006
'1_2',900233,23746.9,16674.1,4.8036e+006
'1_1',900307,111.324,511.748,4.8036e+006
'1_2',900307,348.903,1249.5,4.8036e+006
'1_1',900312,522.582,1313.15,4.8036e+006
'1_2',900312,1316.57,2763.27,4.8036e+006
'1_1',900315,0,0,4.8036e+006
'1_2',900315,0,0,4.8036e+006
'1_1',900335,0,0,4.8036e+006
'1_2',900335,0,0,4.8036e+006
'1_1',1000022,94.1071,706.581,4.8036e+006
'1_2',1000022,387.647,1454.52,4.8036e+006
'1_1',1000050,5380.61,5529.72,4.8036e+006
'1_2',1000050,10550.8,9392.15,4.8036e+006
'1_1',1000068,1993.87,3475.47,4.8036e+006
'1_2',1000068,4316.18,6270.46,4.8036e+006
