'ALL',26,42335.6,39479,3.38413e+006
'ALL',42,150809,86084.9,4.31386e+006
'ALL',56,50485.8,50439.5,1.56817e+006
'ALL',93,54481,25396.8,2.98764e+006
'ALL',119,89391.9,48674.9,3.87387e+006
'ALL',125,7266.47,12740.9,1.35604e+006
'ALL',138,59390.6,43500.4,2.74568e+006
'ALL',139,1308.51,8339.26,1.35604e+006
'ALL',153,3560.46,5332.61,794634
'ALL',163,19.4616,194.616,929730
'ALL',165,22281.6,26828.5,1.50617e+006
'ALL',179,256.772,1174.31,575313
'ALL',198,665.772,2217.37,1.81595e+006
'ALL',217,53415.4,43192.5,3.32818e+006
'ALL',240,68418.1,43677.9,3.87387e+006
'ALL',262,70021.6,47521.2,2.74568e+006
'ALL',270,7643.44,12169.8,1.81595e+006
'ALL',283,51147.3,32170.6,2.02809e+006
'ALL',284,8497.03,12385.7,701875
'ALL',316,139410,67110.6,3.87387e+006
'ALL',328,24588.6,24018.7,4.10172e+006
'ALL',100027,2131.52,8397.48,929730
'ALL',100050,37304.6,28286.2,1.81595e+006
'ALL',100065,46446.2,31964.7,1.56817e+006
'ALL',100067,370.271,1483.38,489741
'ALL',100110,1117.92,3222.21,575313
'ALL',100136,22197.7,23342.3,489741
'ALL',100175,1617.67,7085.73,929730
'ALL',100211,204563,93093.7,4.8036e+006
'ALL',100221,59235,42177.9,2.74568e+006
'ALL',100228,10984.8,22535.1,2.17037e+006
'ALL',100257,12513.4,11500.7,212134
'ALL',100260,1582.72,4572.09,1.81595e+006
'ALL',100292,21.8621,218.621,582500
'ALL',200033,0,0,582500
'ALL',200041,36734.5,26135,701875
'ALL',200098,46241.2,42844,2.74568e+006
'ALL',200122,75069.5,47951.3,2.74568e+006
'ALL',200158,80676.8,46828.2,2.74568e+006
'ALL',200162,24095.7,39562.1,2.28577e+006
'ALL',200190,584.663,2658.36,929730
'ALL',200196,7698.39,33960.3,1.35604e+006
'ALL',200306,29407.6,26870.8,1.81595e+006
'ALL',200324,36915.8,27202.7,1.81595e+006
'ALL',200334,10.5891,105.891,1.81595e+006
'ALL',200341,2356.24,8601.3,929730
'ALL',300023,120972,60693.3,4.8036e+006
'ALL',300033,55381.5,40982.6,2.74568e+006
'ALL',300037,360.125,2560.72,929730
'ALL',300055,21370.9,19511.2,1.81595e+006
'ALL',300062,33125.3,28598.5,2.05791e+006
'ALL',300154,0,0,62000
'ALL',300170,58965.4,40006.1,2.74568e+006
'ALL',300185,3273.14,9044.03,489741
'ALL',300187,123.426,1234.26,929730
'ALL',300222,48414.5,40424.9,1.56817e+006
'ALL',300229,34548.9,26353.2,639875
'ALL',300258,75429.6,50302.1,3.51922e+006
'ALL',300300,10929.5,20016,929730
'ALL',300321,26334.5,23765.6,2.74568e+006
'ALL',300329,55804,49411.7,4.31386e+006
'ALL',400017,88437.9,52980.6,4.10172e+006
'ALL',400021,186037,92180.8,4.8036e+006
'ALL',400070,58481.5,32872.2,2.05791e+006
'ALL',400080,34351.9,26927.3,489741
'ALL',400222,42367.5,35788.5,4.10172e+006
'ALL',400263,49272,43358.7,2.4359e+006
'ALL',500042,39200.1,31517.1,2.05791e+006
'ALL',500057,39591.2,31634.2,2.74568e+006
'ALL',500097,72134.1,40197.2,2.3057e+006
'ALL',500121,3952.52,7295.41,1.81595e+006
'ALL',500153,116.927,1169.27,929730
'ALL',500168,3229.33,19967.6,582500
'ALL',500170,2740.25,9567.54,929730
'ALL',500171,76555.1,44396.6,2.74568e+006
'ALL',500219,85959.5,50701.3,2.74568e+006
'ALL',500228,49904.7,32013.7,2.74568e+006
'ALL',500232,47659.2,56620.2,1.56817e+006
'ALL',500291,73510.5,48723.1,2.74568e+006
'ALL',500295,2166.92,9147.49,929730
'ALL',600024,44179.9,40881.2,2.74568e+006
'ALL',600044,281.89,1654.41,62000
'ALL',600063,13747.1,15233.6,489741
'ALL',600119,16758.7,20547.1,1.81595e+006
'ALL',600138,1569.62,4199.88,1.81595e+006
'ALL',600148,3237.54,24423.9,1.35604e+006
'ALL',600168,9353.72,11490.4,1.50617e+006
'ALL',600198,1137.42,5419.17,929730
'ALL',600210,35402.1,40536.6,1.50617e+006
'ALL',600225,114588,66638.4,4.31386e+006
'ALL',600241,19075.1,30707.4,929730
'ALL',600246,24092.5,23140.9,489741
'ALL',600279,64450.5,42373.9,3.07322e+006
'ALL',600299,0,0,929730
'ALL',700055,509.973,2570.98,929730
'ALL',700158,43797.4,52628.6,1.56817e+006
'ALL',700163,46657.1,37779.8,4.10172e+006
'ALL',700258,73055.5,56917.7,4.8036e+006
'ALL',700268,8491.49,9529.49,212134
'ALL',700288,57585,42712.4,2.74568e+006
'ALL',700301,100161,54204.1,4.10172e+006
'ALL',700303,871.057,2888.14,1.81595e+006
'ALL',800012,1393.28,4009.09,1.81595e+006
'ALL',800019,1077.16,4968.68,929730
'ALL',800028,1538.84,3818.62,3.51922e+006
'ALL',800069,192.302,1292.51,62000
'ALL',800140,62477.1,40894.3,2.74568e+006
'ALL',800167,37660.2,26887.6,489741
'ALL',800210,40961,33856.9,1.81595e+006
'ALL',800258,45553.3,28586.1,1.81595e+006
'ALL',800270,57250.1,45348.6,4.25186e+006
'ALL',800276,71318.6,50394.4,4.31386e+006
'ALL',900022,57651.5,39243.2,2.74568e+006
'ALL',900082,3021.8,10667.3,2.75287e+006
'ALL',900124,94.0098,680.5,1.81595e+006
'ALL',900171,2602.23,8260.42,929730
'ALL',900203,83711.5,57430.4,2.05791e+006
'ALL',900233,191090,83528.1,4.8036e+006
'ALL',900307,17470.7,19252.2,1.81595e+006
'ALL',900312,25392.4,22684.5,489741
'ALL',900315,0,0,62000
'ALL',900335,41.1606,411.606,489741
'ALL',1000022,15556.8,16620.5,2.05791e+006
'ALL',1000050,108782,60135.8,4.31386e+006
'ALL',1000068,72031.1,45005.2,4.10172e+006
